Crédito,Status da conta corrente existente,Duração em meses,Histórico de crédito,Finalidade,Valor do crédito,Conta de poupança/títulos,Tempo de emprego atual,Taxa de prestação em porcentagem da renda disponível,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Propriedade,Idade em anos,Outros planos de parcelamento,Habitação,Número de créditos existentes neste banco,Ocupação,Número de pessoas a quem deve prestar sustento,Telefone,Trabalhador estrangeiro
Bom,none,15,Crítico,Rádio/televisão,1829,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,46,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Crítico,Carro novo,2171,Minimo,good-to-4,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,38,bank,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Local
Bom,Baixo,36,Crítico,Carro usado,5800,Minimo,good-to-4,3,Homem - solteiro,none,4,Carro/outro,34,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,1169,none,good-to-4,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,29,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Atraso passado,Carro usado,8947,none,4-to-7,3,Homem - solteiro,none,2,Carro/outro,31,stores,Dono,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,21,Em dia,Rádio/televisão,2606,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,28,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Crítico,Móveis/equipamentos,1592,Alto,4-to-7,3,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,35,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,15,Em dia,Móveis/equipamentos,2186,none,4-to-7,1,Mulher - divorciada/separada/casada,none,4,Imóvel,33,bank,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Móveis/equipamentos,4153,Minimo,good-to-4,2,Homem - solteiro,Co-requerente,3,Carro/outro,42,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,16,Crítico,Carro novo,2625,Minimo,7-+,2,Homem - solteiro,Fiador,4,Acordo de poupança/seguro de vida,43,bank,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,20,Crítico,Carro novo,3485,none,Menos de 1,2,Homem - divorciado/separado,none,4,Imóvel,44,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Crítico,Carro usado,10477,none,7-+,2,Homem - solteiro,none,4,Desconhecido/nenhum,42,none,for-free,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Rádio/televisão,1386,none,good-to-4,4,Homem - casado/viúvo,none,2,Imóvel,40,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Em dia,Rádio/televisão,1278,Minimo,7-+,4,Homem - solteiro,none,1,Imóvel,36,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Rádio/televisão,1107,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,20,none,Aluguel,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,21,Em dia,Carro novo,3763,none,4-to-7,2,Homem - solteiro,Co-requerente,2,Imóvel,24,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Local
Bom,Baixo,36,Em dia,Educação,3711,none,good-to-4,2,Homem - casado/viúvo,none,2,Carro/outro,27,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Atraso passado,Carro usado,3594,Minimo,Menos de 1,1,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,46,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,9,Em dia,Carro novo,3195,none,good-to-4,1,Mulher - divorciada/separada/casada,none,2,Imóvel,33,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,36,Atraso passado,Rádio/televisão,4454,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Imóvel,34,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,24,Crítico,Móveis/equipamentos,4736,Minimo,Menos de 1,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,25,bank,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,30,Em dia,Rádio/televisão,2991,none,7-+,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,25,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,11,Em dia,Negócios,2142,Alto,7-+,1,Homem - divorciado/separado,none,2,Imóvel,28,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Pagamento pelo banco,Negócios,3161,Minimo,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,31,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,48,Totalmente pago,outro,18424,Minimo,good-to-4,1,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,32,bank,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Local
Bom,none,10,Em dia,Carro usado,2848,Baixo,good-to-4,1,Homem - solteiro,Co-requerente,2,Imóvel,32,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,6,Em dia,Carro novo,14896,Minimo,7-+,1,Homem - solteiro,none,4,Desconhecido/nenhum,68,bank,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Móveis/equipamentos,2359,Baixo,Desempregado,1,Homem - divorciado/separado,none,1,Acordo de poupança/seguro de vida,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Móveis/equipamentos,3345,Minimo,7-+,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,39,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,18,Crítico,Móveis/equipamentos,1817,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Desconhecido/nenhum,28,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,48,Atraso passado,Rádio/televisão,12749,Medio,4-to-7,4,Homem - solteiro,none,1,Carro/outro,37,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,9,Em dia,Rádio/televisão,1366,Minimo,Menos de 1,3,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,22,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Carro novo,2002,Minimo,4-to-7,3,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,30,none,Aluguel,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,24,Pagamento pelo banco,Móveis/equipamentos,6872,Minimo,Menos de 1,2,Homem - divorciado/separado,none,1,Acordo de poupança/seguro de vida,55,bank,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,12,Pagamento pelo banco,Carro novo,697,Minimo,Menos de 1,4,Homem - solteiro,none,2,Carro/outro,46,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,18,Crítico,Móveis/equipamentos,1049,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,21,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,48,Em dia,Carro usado,10297,Minimo,4-to-7,4,Homem - solteiro,none,4,Desconhecido/nenhum,39,stores,for-free,3,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,30,Em dia,Rádio/televisão,1867,none,7-+,4,Homem - solteiro,none,4,Carro/outro,58,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Atraso passado,Carro novo,1344,Minimo,good-to-4,4,Homem - solteiro,none,2,Imóvel,43,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Móveis/equipamentos,1747,Minimo,Menos de 1,4,Homem - solteiro,Co-requerente,1,Acordo de poupança/seguro de vida,24,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Local
Ruim,Baixo,9,Em dia,Rádio/televisão,1670,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,22,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,9,Crítico,Carro novo,1224,Minimo,good-to-4,3,Homem - solteiro,none,1,Imóvel,30,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Rádio/televisão,522,Medio,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,42,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Rádio/televisão,1498,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,1,Carro/outro,23,bank,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,30,Atraso passado,Rádio/televisão,1919,Baixo,Menos de 1,4,Homem - solteiro,none,3,Desconhecido/nenhum,30,stores,Dono,2,Alta qualificação,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,estavel,9,Em dia,Rádio/televisão,745,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,none,2,Imóvel,28,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,6,Em dia,Rádio/televisão,2063,Minimo,Menos de 1,4,Homem - casado/viúvo,none,3,Carro/outro,30,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,60,Em dia,Educação,6288,Minimo,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,42,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro usado,6842,none,good-to-4,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,46,none,Dono,2,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro novo,3527,none,Menos de 1,2,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,45,none,Dono,1,Alta qualificação,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,10,Em dia,Carro novo,1546,Minimo,good-to-4,3,Homem - solteiro,none,2,Imóvel,31,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Local
Bom,none,24,Em dia,Móveis/equipamentos,929,none,4-to-7,4,Homem - solteiro,none,2,Carro/outro,31,stores,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,4,Crítico,Carro novo,1455,Minimo,4-to-7,2,Homem - solteiro,none,1,Imóvel,42,none,Dono,3,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,15,Em dia,Móveis/equipamentos,1845,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,Fiador,1,Acordo de poupança/seguro de vida,46,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,48,Totalmente pago,Carro novo,8358,Medio,Menos de 1,1,Mulher - divorciada/separada/casada,none,1,Carro/outro,30,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Pagamento pelo banco,Móveis/equipamentos,3349,Medio,Menos de 1,4,Homem - solteiro,none,4,Desconhecido/nenhum,30,none,for-free,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro novo,2859,none,Desempregado,4,Homem - solteiro,none,4,Desconhecido/nenhum,38,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,18,Em dia,Móveis/equipamentos,1533,Minimo,Menos de 1,4,Homem - casado/viúvo,Co-requerente,1,Acordo de poupança/seguro de vida,43,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,24,Em dia,Rádio/televisão,3621,Baixo,7-+,2,Homem - solteiro,none,4,Carro/outro,31,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Crítico,Negócios,3590,Minimo,Desempregado,3,Homem - casado/viúvo,none,3,Carro/outro,40,none,Dono,3,Não qualificado/não residente,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,36,Atraso passado,Negócios,2145,Minimo,4-to-7,2,Homem - solteiro,none,1,Carro/outro,24,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,Carro usado,4113,Medio,Menos de 1,3,Mulher - divorciada/separada/casada,none,4,Carro/outro,28,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,36,Em dia,Móveis/equipamentos,10974,Minimo,Desempregado,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,26,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Carro novo,1893,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,Fiador,4,Acordo de poupança/seguro de vida,29,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,24,Crítico,Rádio/televisão,1231,Alto,7-+,4,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,57,none,Aluguel,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,30,Crítico,Rádio/televisão,3656,none,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,49,stores,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,9,Crítico,Rádio/televisão,1154,Minimo,7-+,2,Homem - solteiro,none,4,Imóvel,37,none,Dono,3,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,28,Em dia,Carro novo,4006,Minimo,good-to-4,3,Homem - solteiro,none,2,Carro/outro,45,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Móveis/equipamentos,3069,Baixo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,30,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Crítico,Rádio/televisão,1740,Minimo,7-+,2,Homem - casado/viúvo,none,2,Imóvel,30,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,21,Atraso passado,Carro novo,2353,Minimo,good-to-4,1,Homem - divorciado/separado,none,4,Acordo de poupança/seguro de vida,47,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Carro novo,3556,none,good-to-4,3,Homem - solteiro,none,2,Desconhecido/nenhum,29,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,24,Em dia,Rádio/televisão,2397,Medio,7-+,3,Homem - solteiro,none,2,Carro/outro,35,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,6,Em dia,Reparos,454,Minimo,Menos de 1,3,Homem - casado/viúvo,none,1,Acordo de poupança/seguro de vida,22,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,30,Em dia,Rádio/televisão,1715,none,good-to-4,4,Mulher - divorciada/separada/casada,none,1,Carro/outro,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,27,Crítico,Rádio/televisão,2520,Medio,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,23,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Em dia,Rádio/televisão,3568,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,54,bank,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,42,Em dia,Rádio/televisão,7166,none,4-to-7,2,Homem - casado/viúvo,none,4,Acordo de poupança/seguro de vida,29,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,11,Crítico,Carro novo,3939,Minimo,good-to-4,1,Homem - solteiro,none,2,Imóvel,40,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,15,Em dia,Reparos,1514,Baixo,good-to-4,4,Homem - solteiro,Fiador,2,Imóvel,22,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro novo,7393,Minimo,good-to-4,1,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,43,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Pagamento pelo banco,Carro novo,1193,Minimo,Desempregado,1,Mulher - divorciada/separada/casada,Co-requerente,4,Desconhecido/nenhum,29,none,Aluguel,2,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,60,Em dia,Negócios,7297,Minimo,7-+,4,Homem - solteiro,Co-requerente,4,Desconhecido/nenhum,36,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,30,Crítico,Rádio/televisão,2831,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Carro/outro,33,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,24,Em dia,Rádio/televisão,1258,Medio,good-to-4,3,Mulher - divorciada/separada/casada,none,3,Carro/outro,57,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,6,Em dia,Rádio/televisão,753,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,Fiador,3,Imóvel,64,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Atraso passado,Negócios,2427,none,7-+,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,42,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,24,Atraso passado,Carro novo,2538,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,47,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,15,Pagamento pelo banco,Carro novo,1264,Baixo,good-to-4,2,Homem - casado/viúvo,none,2,Acordo de poupança/seguro de vida,25,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,30,Crítico,Móveis/equipamentos,8386,Minimo,4-to-7,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,49,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,48,Em dia,Negócios,4844,Minimo,Desempregado,3,Homem - solteiro,none,2,Carro/outro,33,bank,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,21,Em dia,Carro novo,2923,Baixo,good-to-4,1,Mulher - divorciada/separada/casada,none,1,Carro/outro,28,bank,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,36,Em dia,Carro usado,8229,Minimo,good-to-4,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,26,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Móveis/equipamentos,2028,Minimo,4-to-7,2,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,30,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,15,Crítico,Móveis/equipamentos,1433,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,3,Acordo de poupança/seguro de vida,25,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,42,Totalmente pago,Negócios,6289,Minimo,Menos de 1,2,Homem - divorciado/separado,none,1,Acordo de poupança/seguro de vida,33,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,13,Em dia,Rádio/televisão,1409,Baixo,Desempregado,2,Mulher - divorciada/separada/casada,none,4,Imóvel,64,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Carro usado,6579,Minimo,Desempregado,4,Homem - solteiro,none,2,Desconhecido/nenhum,29,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,24,Crítico,Rádio/televisão,1743,Minimo,7-+,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,48,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Crítico,Educação,3565,none,Menos de 1,2,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,37,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Pagamento pelo banco,Rádio/televisão,1569,Baixo,7-+,4,Homem - solteiro,none,4,Carro/outro,34,bank,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,18,Em dia,Rádio/televisão,1936,none,4-to-7,2,Homem - casado/viúvo,none,4,Carro/outro,23,none,Aluguel,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,36,Em dia,Móveis/equipamentos,3959,Minimo,Desempregado,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,30,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Carro novo,2390,none,7-+,4,Homem - solteiro,none,3,Carro/outro,50,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
